Customer,Date,Dc.no,Part.no,Part description,Qty,Rate,Value,Fwt,Thick,Target  Manpower,variation Manpower,Actual Manpower,Target RawMaterial(Cost),variation RawMaterial,Actual RawMaterial,Target Machinepower(Cost),variation Machine power,Actual Machine power,Target Overhead(Cost)or Profit,variation overhead ,Actual Overhead or profit,Unnamed: 22
Company A,10/12/2022,4446,SF5C2290031,DUCT COMPLETE,10.00,"2,533.68","25,336.80",12.28,"1.5,4 CR",3040.416,2.334365645,3042.750366,15202.08,-0.1497408761,15201.93026,3293.784,3.472808249,3297.256808,3800.52,-4.044092117,3796.475908,
Company A,10/12/2022,4447,SF5C2290031,DUCT COMPLETE,10.00,"2,533.68","25,336.80",12.28,"1.5,4 CR",3040.416,4.291128139,3044.707128,15202.08,3.494054572,15205.57405,3293.784,1.427420791,3295.211421,3800.52,-0.1711050534,3800.348895,
Company A,10/12/2022,4448,5E1750510,RECTANGULAR PIPE WIT,6.00,"1,625.96","9,755.76",11.13,1.5 CR,1170.6912,1.97550305,1172.666703,5853.456,-5.521151975,5847.934848,1268.2488,4.832694125,1273.081494,1463.364,-3.069669841,1460.29433,
Company A,10/12/2022,4449,5D3450270,FRONT COVER COMPL,12.00,863.39,"10,360.68",4.7,1.5 CR,1243.2816,3.516660159,1246.79826,6216.408,1.631666931,6218.039667,1346.8884,3.883957149,1350.772357,1554.102,2.339671144,1556.441671,
Company C,10/12/2022,4450,SF501409910,WING SHEET-W/O PC,2.00,428.71,857.42,2.12,1.5 CR,102.8904,-6.039005639,96.85139436,514.452,-1.029088461,513.4229115,111.4646,2.268379769,113.7329798,128.613,1.83665167,130.4496517,
Company A,12/12/2022,4451,5XD330014,LDB3 LH STRUTURE WIT,1.00,"151,488.00","151,488.00",831.63,1.6 CR,18178.56,2.925506677,18181.48551,90892.8,1.856677046,90894.65668,19693.44,-2.507104486,19690.9329,22723.2,-1.617150822,22721.58285,
Company A,12/12/2022,4452,5XD330015,LDB3 RH STRUTURE WIT,1.00,"151,488.00","151,488.00",836.25,1.6 CR,18178.56,-2.636106449,18175.92389,90892.8,-2.834331615,90889.96567,19693.44,6.008344872,19699.44834,22723.2,-1.266442016,22721.93356,
Company A,12/12/2022,4453,5E1850600,DELIVERY STRUCTURE 6,2.00,"54,121.00","108,242.00",308,3 CR,12989.04,2.477340669,12991.51734,64945.2,-5.846649757,64939.35335,14071.46,-0.005609832644,14071.45439,16236.3,-3.770767542,16232.52923,
Company A,12/12/2022,4454,5E1850600,DELIVERY STRUCTURE 6,1.00,"54,121.00","54,121.00",308,3 CR,6494.52,-6.204487453,6488.315513,32472.6,-3.489169385,32469.11083,7035.73,2.560915813,7038.290916,8118.15,-3.928008233,8114.221992,
Company A,12/12/2022,4455,5E1850600,DELIVERY STRUCTURE 6,1.00,"54,121.00","54,121.00",308,3 CR,6494.52,-0.6059794925,6493.914021,32472.6,-1.103997447,32471.496,7035.73,-2.792339061,7032.937661,8118.15,2.482386762,8120.632387,
Company A,12/12/2022,4456,5F3450132,DUCT TOP COVER-MIDDL,26.00,434.89,"11,307.14",2.5,1 CR,1356.8568,-2.308664499,1354.548136,6784.284,4.405183999,6788.689184,1469.9282,-4.991719805,1464.93648,1696.071,-1.676979971,1694.39402,
Company A,12/12/2022,4457,5D3102090,EAD CONNECTOR PLATE,10.00,177.71,"1,777.10",1.15,1.5 CR,213.252,0.1340678948,213.3860679,1066.26,-0.5782266691,1065.681773,231.023,3.709811093,234.7328111,266.565,3.584728748,270.1497287,
Company A,12/12/2022,4457,5D3400110,VERTICAL SUPPORT BOT,16.00,55.53,888.48,0.28,4 HR,106.6176,-4.138029036,102.479571,533.088,-2.968747902,530.1192521,115.5024,-0.6345233176,114.8678767,133.272,-2.329259419,130.9427406,
Company A,12/12/2022,4457,5E0901151,OIL PREVENT SHEET -F,27.00,123.55,"3,335.85",0.9,1 CR,400.302,0.7824440574,401.0844441,2001.51,-1.55954371,1999.950456,433.6605,6.288019924,439.9485199,500.3775,-2.590424569,497.7870754,
Company A,12/12/2022,4457,5E1001335,WORM BRACKET TOP COV,8.00,43.86,350.88,0.351,4 HRPO,42.1056,-1.987414166,40.11818583,210.528,1.56507583,212.0930758,45.6144,-1.754248869,43.86015113,52.632,-4.92205193,47.70994807,
Company A,12/12/2022,4457,5E1001335,WORM BRACKET TOP COV,12.00,46.52,558.24,0.351,4 HRPO,66.9888,0.3246638679,67.31346387,334.944,-3.268456726,331.6755433,72.5712,-4.322749574,68.24845043,83.736,2.019366058,85.75536606,
Company A,12/12/2022,4457,5E1700570,SLIDING SHEET,41.00,209.21,"8,577.61",1.7,3 CR,1029.3132,1.386357029,1030.699557,5146.566,-0.9824973835,5145.583503,1115.0893,-0.1874086692,1114.901891,1286.6415,4.034814938,1290.676315,
Company A,12/12/2022,4457,5F2250031,U SUPPORT 3X25X53X12,150.00,38.49,"5,773.50",0.23,1.5 CR,692.82,-0.9520619099,691.8679381,3464.1,-0.2136040156,3463.886396,750.555,0.8128215819,751.3678216,866.025,-0.8040066774,865.2209933,
Company A,12/12/2022,4458,5E6350730,FRONT COVER RH WITH,5.00,"3,664.86","18,324.30",14.22,2.0 CR,2198.916,1.79177696,2200.707777,10994.58,-1.335397053,10993.2446,2382.159,-1.508915429,2380.650085,2748.645,0.9592695035,2749.60427,
Company A,12/12/2022,4458,5E6350750,FRONT COVER LH WITH,3.00,"3,031.92","9,095.76",12.73,1.5 & 2 CR,1091.4912,0.1525604662,1091.64376,5457.456,1.978389971,5459.43439,1182.4488,0.5559166992,1183.004717,1364.364,-2.248814379,1362.115186,
Company A,12/12/2022,4459,5F2430095,MOTOR FIXING PLATE,20.00,801.09,"16,021.80",4.7,4 HRPO,1922.616,1.74134176,1924.357342,9613.08,-3.363239205,9609.716761,2082.834,0.7940085281,2083.628009,2403.27,4.329680428,2407.59968,
Company A,12/12/2022,4460,5D3470010,CAN PLATE COMPL,6.00,"2,554.78","15,328.68",18.24,4 CR,1839.4416,0.7018278733,1840.143428,9197.208,1.538229378,9198.746229,1992.7284,-0.2389974549,1992.489403,2299.302,-0.5646805754,2298.737319,
Company A,12/12/2022,4461,5F2273013,BOBBIN THROUGH COVER,20.00,685.56,"13,711.20",4.721,1.5 CR,1645.344,0.3836125939,1645.727613,8226.72,-0.286874832,8226.433125,1782.456,2.018892564,1784.474893,2056.68,3.143025938,2059.823026,
Company A,12/12/2022,4461,5F4273211,BOBBIN TROUGH COMPLE,30.00,723.31,"21,699.30",5.23,1.5 CR,2603.916,2.460662315,2606.376662,13019.58,0.2078309756,13019.78783,2820.909,0.5372947932,2821.446295,3254.895,0.9080857047,3255.803086,
Company C,12/12/2022,4462,5G0353477,PIPE SUPPORT ASSEMBL,200.00,631.45,"126,290.00",1.517,"4 CR,4 HRPO,20 RUBBER",15154.8,0.9452684037,15155.74527,75774.0,8.165297461,75782.1653,16417.7,1.708769387,16419.40877,18943.5,1.421047764,18944.92105,
Company C,12/12/2022,4463,5G0501458,GEAR MOTOR BKT COVER,88.00,52.15,"4,589.20",0.23,2 CR,550.704,1.2134177,551.9174177,2753.52,2.730883434,2756.250883,596.596,1.992826388,598.5888264,688.38,-5.170810972,683.209189,
Company C,12/12/2022,4464,5G0102274,SIDE SUPPORT ANGLE C,10.00,85.91,859.10,0.48,2 CR,103.092,-2.795668356,100.2963316,515.46,3.447518801,518.9075188,111.683,2.321806872,114.0048069,128.865,1.721346571,130.5863466,
Company A,13/12/2022,4465,5C2693630,OSP KIT -CDS 40INCH,1.00,"45,632.70","45,632.70",285.988,3 CR,5475.924,3.108531655,5479.032532,27379.62,3.775638269,27383.39564,5932.251,-0.4780538552,5931.772946,6844.905,3.096306707,6848.001307,
Company A,13/12/2022,4466,5E1850600,DELIVERY STRUCTURE 6,1.00,"54,121.00","54,121.00",308,3 CR,6494.52,-3.5761455,6490.943854,32472.6,5.221035256,32477.82104,7035.73,3.416934216,7039.146934,8118.15,-2.841300037,8115.3087,
Company A,13/12/2022,4467,5E1850600,DELIVERY STRUCTURE 6,1.00,"54,121.00","54,121.00",308,3 CR,6494.52,3.454046035,6497.974046,32472.6,-2.860106999,32469.73989,7035.73,-1.605864318,7034.124136,8118.15,1.647173665,8119.797174,
Company A,13/12/2022,4468,5XD330015,LDB3 RH STRUTURE WIT,1.00,"151,488.00","151,488.00",836.25,1.6 CR,18178.56,-2.453802008,18176.1062,90892.8,-1.840101449,90890.9599,19693.44,-5.670461358,19687.76954,22723.2,-2.362653333,22720.83735,
Company C,13/12/2022,4469,SF5G0271330,HOUSING ASSLY,3.00,"8,252.56","24,757.68",72.65,"3,4 CR",2970.9216,-1.395228521,2969.526371,14854.608,-3.437214236,14851.17079,3218.4984,-3.749337659,3214.749062,3713.652,-0.5751664836,3713.076834,
Company C,13/12/2022,4470,5G0132238,ROLLER BEAM EXT HEAD,10.00,279.37,"2,793.70",2.2,4 HR,335.244,-3.574282923,331.6697171,1676.22,-3.868172225,1672.351828,363.181,-0.2780593384,362.9029407,419.055,-1.718845149,417.3361549,
Company C,13/12/2022,4471,SF5G0132894,OIL TRAY FRONT ASSLY,30.00,176.40,"5,292.00",0.742,2 CR,635.04,0.1308236744,635.1708237,3175.2,5.012301488,3180.212301,687.96,-0.5635368424,687.3964632,793.8,-1.970343223,791.8296568,
Company C,13/12/2022,4471,SF5G0132895,REAR SHEET RH,31.00,258.44,"8,011.64",1.659,2 CR,961.3968,4.268843939,965.6656439,4806.984,0.6507537006,4807.634754,1041.5132,-1.662426979,1039.850773,1201.746,-2.056822914,1199.689177,
Company C,13/12/2022,4471,SF5G0132896,REAR SHEET LH,30.00,264.17,"7,925.10",1.66,2 CR,951.012,-1.163477535,949.8485225,4755.06,0.1364903114,4755.19649,1030.263,-4.21496382,1026.048036,1188.765,1.353748004,1190.118748,
Company B,13/12/2022,4472,56916613050,SPLASH GUARD KIT (ST,1.00,"64,622.00","64,622.00",312.7,2 CR,7754.64,0.8806103307,7755.52061,38773.2,-0.6245356665,38772.57546,8400.86,-1.004229175,8399.855771,9693.3,-0.6276696587,9692.67233,
Company B,13/12/2022,4472,56919102520,COOLANT TANK KIT  (S,1.00,"13,916.00","13,916.00",56.372,2 CR,1669.92,-0.5914798844,1669.32852,8349.6,-1.151573428,8348.448427,1809.08,2.237495039,1811.317495,2087.4,0.5421719427,2087.942172,
Company A,13/12/2022,4473,5C1700711,HOLDER COMPLETE,15.00,118.74,"1,781.10",0.26,2 CR,213.732,0.3298220655,214.0618221,1068.66,0.8917677141,1069.551768,231.543,0.5156256778,232.0586257,267.165,-0.972648484,266.1923515,
Company A,13/12/2022,4473,5C2800676,CABLE CHANNEL COVER,25.00,66.41,"1,660.25",0.46,2 CR,199.23,0.04658228957,199.2765823,996.15,1.317509629,997.4675096,215.8325,1.323425999,217.155926,249.0375,2.152398774,251.1898988,
Company A,13/12/2022,4473,5E1632970,SUCTION TUBE FLANGE,10.00,323.91,"3,239.10",0.48,1.5 CR,388.692,1.009062951,389.701063,1943.46,1.522524778,1944.982525,421.083,2.157380374,423.2403804,485.865,3.410716545,489.2757165,
Company A,13/12/2022,4474,5C1530471,CYLINDER HOLDER COMP,5.00,367.00,"1,835.00",1.66,6 HR,220.2,4.60851814,224.8085181,1101.0,2.096358371,1103.096358,238.55,-0.7938838378,237.7561162,275.25,-2.61393264,272.6360674,
Company A,13/12/2022,4475,5F3430110,DUCT SUPPORT COMPLET,20.00,"1,051.15","21,023.00",3.77,3 CR,2522.76,1.345013558,2524.105014,12613.8,0.1778130003,12613.97781,2732.99,-3.935615426,2729.054385,3153.45,-4.006060329,3149.44394,
Company A,13/12/2022,4476,5E1836410,SECOND RESERVE CAN S,5.00,"4,718.00","23,590.00",25.71,1.6 CR,2830.8,-7.749377664,2823.050622,14154.0,2.444987672,14156.44499,3066.7,3.115735177,3069.815735,3538.5,2.230005913,3540.730006,
Company A,13/12/2022,4477,5E1830352,CAN DRIVE BASE COMPL,10.00,"3,378.00","33,780.00",22.31,3 CR,4053.6,1.170507343,4054.770507,20268.0,4.300653682,20272.30065,4391.4,-3.399744909,4388.000255,5067.0,-0.2247843134,5066.775216,
Company A,13/12/2022,4478,542197790,R.D ROLLER UNDER DUC,5.00,"1,589.94","7,949.70",4.3,1 CR,953.964,4.115472649,958.0794726,4769.82,-2.048897848,4767.771102,1033.461,-6.25075413,1027.210246,1192.455,-1.519911478,1190.935089,
Company A,13/12/2022,4479,5C1790230,JUNCTION BOX COMPLET,3.00,"4,486.17","13,458.51",16.6,"1.5,3 CR & 4 HRPO",1615.0212,-1.252436802,1613.768763,8075.106,2.031162487,8077.137162,1749.6063,-0.3839552719,1749.222345,2018.7765,-0.990671891,2017.785828,
Company A,13/12/2022,4480,5C1570210,FRONT COVER LH COMPL,2.00,979.67,"1,959.34",3.5,1.5 CR,235.1208,2.662038567,237.7828386,1175.604,4.63770382,1180.241704,254.7142,0.5395077773,255.2537078,293.901,-1.83787802,292.063122,
Company A,13/12/2022,4480,5C1570210,FRONT COVER LH COMPL,8.00,958.29,"7,666.32",3.5,1.5 CR,919.9584,-3.139971941,916.8184281,4599.792,-1.433854325,4598.358146,996.6216,-3.439267989,993.182332,1149.948,-1.391789398,1148.556211,
Company A,13/12/2022,4480,5C1570230,FRONT COVER RH COMPL,10.00,793.25,"7,932.50",3.32,1.5 CR,951.9,-5.335064026,946.564936,4759.5,-0.4443426996,4759.055657,1031.225,-0.8212944703,1030.403706,1189.875,-0.2791289931,1189.595871,
Company A,13/12/2022,4481,5C1170954,TOP COVER COMPLETE,20.00,890.00,"17,800.00",4.61,1.5 CR,2136.0,-0.2451381842,2135.754862,10680.0,-0.9656927691,10679.03431,2314.0,-0.6077703198,2313.39223,2670.0,0.7207448138,2670.720745,
Company A,13/12/2022,4482,5A3031050,TRAVERSE WITH,5.00,"1,137.70","5,688.50",7.55,4 HRPO,682.62,-1.036153605,681.5838464,3413.1,1.259218778,3414.359219,739.505,0.6938712815,740.1988713,853.275,-0.7874942908,852.4875057,
Company A,13/12/2022,4482,5A3031050,TRAVERSE WITH,20.00,"1,102.89","22,057.80",7.55,4 HRPO,2646.936,-1.532356305,2645.403644,13234.68,-2.040625401,13232.63937,2867.514,1.715146402,2869.229146,3308.67,2.746669262,3311.416669,
Company A,13/12/2022,4482,5A3051136,TOP TRAVERSE COMPLET,1.00,"1,720.13","1,720.13",9.22,"2 CR,4 HRPO",206.4156,-0.5299152283,205.8856848,1032.078,1.727911383,1033.805911,223.6169,2.635067183,226.2519672,258.0195,-2.263414622,255.7560854,
Company A,13/12/2022,4482,5A3051136,TOP TRAVERSE COMPLET,10.00,"1,608.57","16,085.70",9.22,"2 CR,4 HRPO",1930.284,-0.0317126345,1930.252287,9651.42,3.416470952,9654.836471,2091.141,-0.6115942794,2090.529406,2412.855,-6.685547059,2406.169453,
Company A,13/12/2022,4482,5A3051136,TOP TRAVERSE COMPLET,14.00,"1,566.07","21,924.98",9.22,"2 CR,4 HRPO",2630.9976,1.74141176,2632.739012,13154.988,2.609000654,13157.597,2850.2474,1.15842677,2851.405827,3288.747,6.235477546,3294.982478,
Company A,13/12/2022,4483,5XD330014,LDB3 LH STRUTURE WIT,1.00,"151,488.00","151,488.00",831.63,1.6 CR,18178.56,-3.521838198,18175.03816,90892.8,2.96639045,90895.76639,19693.44,3.469050915,19696.90905,22723.2,0.525752223,22723.72575,
Company A,13/12/2022,4484,5E1850600,DELIVERY STRUCTURE 6,1.00,"54,121.00","54,121.00",308,3 CR,6494.52,1.3614322,6495.881432,32472.6,-0.1502288205,32472.44977,7035.73,-2.439290844,7033.290709,8118.15,7.870499908,8126.0205,
Company A,13/12/2022,4485,5E1850600,DELIVERY STRUCTURE 6,1.00,"54,121.00","54,121.00",308,3 CR,6494.52,1.258806495,6495.778806,32472.6,-1.833565484,32470.76643,7035.73,2.713732098,7038.443732,8118.15,1.234401545,8119.384402,
Company A,13/12/2022,4486,5C2130490,SEALING COVER COMPL,6.00,323.73,"1,942.38",0.782,1.5 CR,233.0856,3.739126454,236.8247265,1165.428,2.253054093,1167.681054,252.5094,5.737060498,258.2464605,291.357,-2.872330322,288.4846697,
Company A,13/12/2022,4486,5C2130490,SEALING COVER COMPL,18.00,319.21,"5,745.78",0.782,1.5 CR,689.4936,-3.563287865,685.9303121,3447.468,5.328927519,3452.796928,746.9514,3.870411012,750.821811,861.867,-4.466631191,857.4003688,
Company A,13/12/2022,4486,5C2830613,COVER MIDDLE-VERTICA,24.00,306.55,"7,357.20",2.3,1.5 CR,882.864,-2.852410541,880.0115895,4414.32,-1.05249959,4413.2675,956.436,-6.452895772,949.9831042,1103.58,-3.537155967,1100.042844,
Company A,13/12/2022,4486,5D3101690,PNEUMATIC PANEL HOLD,10.00,55.23,552.30,0.22,1.5 CR,66.276,-4.650826086,61.62517391,331.38,2.232615097,333.6126151,71.799,-2.381751126,69.41724887,82.845,0.1469079579,82.99190796,
Company A,13/12/2022,4486,5E1631871,BOTTOM SUCTION COMPL,1.00,375.62,375.62,1.21,1.5 CR,45.0744,-0.07023613439,45.00416387,225.372,-1.89928188,223.4727181,48.8306,-2.337652974,46.49294703,56.343,4.897694223,61.24069422,
Company A,13/12/2022,4486,5E1631871,BOTTOM SUCTION COMPL,9.00,351.05,"3,159.45",1.21,1.5 CR,379.134,4.231086711,383.3650867,1895.67,-0.2948005983,1895.375199,410.7285,-0.8434699614,409.88503,473.9175,-1.691814944,472.2256851,
Company A,13/12/2022,4486,5E1631992,BOTTOM SUCTION DUCT,10.00,520.01,"5,200.10",1.68,"1,1.5 CR",624.012,-1.148621115,622.8633789,3120.06,-1.049053361,3119.010947,676.013,-5.031955983,670.981044,780.015,0.8998308437,780.9148308,
Company A,13/12/2022,4486,5E1750450,SIDE COVER FOR SUCTI,6.00,357.46,"2,144.76",2.45,1.5 CR,257.3712,-0.3560652706,257.0151347,1286.856,0.2923335146,1287.148334,278.8188,0.8276488823,279.6464489,321.714,-3.597796005,318.116204,
Company A,13/12/2022,4487,SF5C1770270,JUNCTION BOX TOP COM,10.00,"1,878.89","18,788.90",6.65,"1.5,4 CR",2254.668,-0.8715364825,2253.796464,11273.34,-2.495507578,11270.84449,2442.557,-0.2622186299,2442.294781,2818.335,2.650083788,2820.985084,
Company A,13/12/2022,4488,5C2905738,CLOSING COVER COMPL,5.00,940.00,"4,700.00",7.3,2 CR,564.0,0.1335800748,564.1335801,2820.0,0.8063891058,2820.806389,611.0,0.3003590525,611.3003591,705.0,-1.281752874,703.7182471,
Company A,13/12/2022,4489,5A1077090,MOUNTING FRAME LH CO,3.00,"9,251.00","27,753.00",69.03,4 CR,3330.36,-0.1983791817,3330.161621,16651.8,1.05275418,16652.85275,3607.89,1.356529596,3609.24653,4162.95,-1.016254993,4161.933745,
Company C,14/12/2022,4490,5B2330033,VERTICAL TRAVERSE WI,18.00,450.41,"8,107.38",2.57,2 CR,972.8856,2.035936976,974.921537,4864.428,-1.563187118,4862.864813,1053.9594,1.000871801,1054.960272,1216.107,2.459521395,1218.566521,
Company C,14/12/2022,4491,5G0132078,SIDE COVER SHEET,50.00,273.12,"13,656.00",2.17,2 CR,1638.72,-0.2951797315,1638.42482,8193.6,-4.051209581,8189.54879,1775.28,1.061644925,1776.341645,2048.4,-0.314973797,2048.085026,
Company C,14/12/2022,4491,5G0200659,SIDE CONNECTOR,60.00,327.23,"19,633.80",2.3,2 CR,2356.056,1.506655479,2357.562655,11780.28,-2.568987616,11777.71101,2552.394,2.419164951,2554.813165,2945.07,-2.035777995,2943.034222,
Company B,14/12/2022,4492,56916613050,SPLASH GUARD KIT (ST,1.00,"64,622.00","64,622.00",312.7,2 CR,7754.64,4.129402239,7758.769402,38773.2,2.125816935,38775.32582,8400.86,1.570583416,8402.430583,9693.3,-0.6174640804,9692.682536,
Company B,14/12/2022,4492,56919102520,COOLANT TANK KIT  (S,1.00,"13,916.00","13,916.00",56.372,2 CR,1669.92,0.1800138526,1670.100014,8349.6,3.614418417,8353.214418,1809.08,2.681515604,1811.761516,2087.4,-0.04835426359,2087.351646,
Company A,14/12/2022,4493,5XD330015,LDB3 RH STRUTURE WIT,1.00,"151,488.00","151,488.00",836.25,1.6 CR,18178.56,3.223969976,18181.78397,90892.8,3.119504859,90895.9195,19693.44,0.3324514954,19693.77245,22723.2,0.9091487313,22724.10915,
Company A,14/12/2022,4494,5E1850600,DELIVERY STRUCTURE 6,1.00,"54,121.00","54,121.00",308,3 CR,6494.52,-6.58990134,6487.930099,32472.6,-4.626064455,32467.97394,7035.73,-5.297986566,7030.432013,8118.15,-1.377133682,8116.772866,
Company A,14/12/2022,4495,5E1850600,DELIVERY STRUCTURE 6,1.00,"54,121.00","54,121.00",308,3 CR,6494.52,1.739457221,6496.259457,32472.6,2.437169441,32475.03717,7035.73,-2.854270686,7032.875729,8118.15,1.431294826,8119.581295,
Company C,14/12/2022,4496,5G0353477,PIPE SUPPORT ASSEMBL,100.00,612.50,"61,250.00",1.517,"4 CR,4 HRPO,20 RUBBER",7350.0,-2.114300046,7347.8857,36750.0,-2.965109183,36747.03489,7962.5,3.049400877,7965.549401,9187.5,0.1848857909,9187.684886,
Company D,14/12/2022,4497,5610682642XC,BRACKET,6.00,415.00,"2,490.00",2.042,5 HR,298.8,2.591839813,301.3918398,1494.0,3.364358783,1497.364359,323.7,-4.322971969,319.377028,373.5,-0.07556722013,373.4244328,
Company D,14/12/2022,4497,5610682890XC,COVER,6.00,346.00,"2,076.00",2.323,2 CR,249.12,-0.4326553053,248.6873447,1245.6,-5.938403856,1239.661596,269.88,-0.9836751318,268.8963249,311.4,1.732154485,313.1321545,
Company D,14/12/2022,4497,5611681290XC,JOINT,22.00,207.00,"4,554.00",0.386,6 HR,546.48,3.086936405,549.5669364,2732.4,-0.02824172688,2732.371758,592.02,4.594802821,596.6148028,683.1,1.648084734,684.7480847,
Company D,14/12/2022,4497,5614383592XC,PLATE,16.00,408.00,"6,528.00",2.499,6 HR,783.36,-1.825044283,781.5349557,3916.8,5.542910188,3922.34291,848.64,0.6169528816,849.2569529,979.2,6.926809155,986.1268092,
Company D,14/12/2022,4497,5614383751XC,PLATE,8.00,835.00,"6,680.00",4.299,6 CR,801.6,0.3733222169,801.9733222,4008.0,-2.625598693,4005.374401,868.4,-7.717226679,860.6827733,1002.0,1.580847832,1003.580848,
Company D,14/12/2022,4497,5614384145XC,BRACKET,14.00,343.00,"4,802.00",1.87,10 HR,576.24,2.68491217,578.9249122,2881.2,7.753529646,2888.95353,624.26,-6.742010945,617.5179891,720.3,4.303896471,724.6038965,
Company D,14/12/2022,4497,5614384411XC,BRACKET,4.00,"3,492.00","13,968.00",18.628,"5,6 HR",1676.16,0.6223625348,1676.782363,8380.8,3.134834277,8383.934834,1815.84,1.54455195,1817.384552,2095.2,-3.045408655,2092.154591,
Company D,14/12/2022,4497,561438A760XC,COVER,6.00,419.00,"2,514.00",1.572,"2,5 CR",301.68,-2.036068979,299.643931,1508.4,-3.307851126,1505.092149,326.82,-3.890068488,322.9299315,377.1,3.594560956,380.694561,
Company D,14/12/2022,4497,5615487120XC,PLATE,9.00,857.00,"7,713.00",4.53,10 HR,925.56,-0.6529312083,924.9070688,4627.8,2.472208663,4630.272209,1002.69,1.75723573,1004.447236,1156.95,-1.444679978,1155.50532,
Company D,14/12/2022,4497,5615487140XC,BRACKET,16.00,"2,513.00","40,208.00",16.95,"5,6 HR",4824.96,1.404983758,4826.364984,24124.8,-2.264514194,24122.53549,5227.04,-6.702115943,5220.337884,6031.2,4.922137042,6036.122137,
Company D,14/12/2022,4498,5616184210XC,BRACKET,14.00,353.00,"4,942.00",1.938,10 HR,593.04,4.229470293,597.2694703,2965.2,7.160918133,2972.360918,642.46,-0.6588900603,641.8011099,741.3,-3.468486711,737.8315133,
Company D,14/12/2022,4498,5616185631XC,BRACKET,16.00,407.00,"6,512.00",2.389,10 HR,781.44,-1.421422758,780.0185772,3907.2,-1.950162213,3905.249838,846.56,-3.833286655,842.7267133,976.8,-6.60441006,970.1955899,
Company D,14/12/2022,4498,5618481440XC,BRACKET (LH),6.00,225.00,"1,350.00",1.454,10 HR,162.0,-3.146095025,158.853905,810.0,0.2673758767,810.2673759,175.5,-2.319845196,173.1801548,202.5,-1.187939945,201.3120601,
Company D,14/12/2022,4498,5618785151XC,PLATE,5.00,784.00,"3,920.00",1.346,10 HR,470.4,-2.735467467,467.6645325,2352.0,5.562398982,2357.562399,509.6,-0.7217982266,508.8782018,588.0,0.3508148284,588.3508148,
Company D,14/12/2022,4498,5618982130XC,GUARD,15.00,879.00,"13,185.00",4.711,20 HR,1582.2,2.983104575,1585.183105,7911.0,-0.7707515398,7910.229248,1714.05,-2.866115888,1711.183884,1977.75,-2.111135812,1975.638864,
Company D,14/12/2022,4498,5618988310XC,COVER,12.00,989.00,"11,868.00",3.269,"2.5 CR,5 HR",1424.16,4.85165335,1429.011653,7120.8,-0.5607876966,7120.239212,1542.84,1.890854704,1544.730855,1780.2,0.05128341074,1780.251283,
Company D,14/12/2022,4498,5690682870,PLATE,12.00,73.00,876.00,0.125,5 HR,105.12,1.122498751,106.2424988,525.6,0.7607477132,526.3607477,113.88,-0.7398760736,113.1401239,131.4,-0.6663346086,130.7336654,
Company D,14/12/2022,4498,5698982240,PLATE,8.00,85.00,680.00,0.282,10 HR,81.6,0.3640056493,81.96400565,408.0,0.4918445649,408.4918446,88.4,2.5559615,90.9559615,102.0,0.1656453053,102.1656453,
Company A,14/12/2022,4499,5C1090030,COVER COMPLETE,10.00,719.72,"7,197.20",2.33,1 CR,863.664,-2.644984032,861.019016,4318.32,2.45777515,4320.777775,935.636,-0.4944968846,935.1415031,1079.58,1.767665316,1081.347665,
Company A,14/12/2022,4499,5F4273211,BOBBIN TROUGH COMPLE,60.00,723.31,"43,398.60",5.23,1.5 CR,5207.832,6.108206873,5213.940207,26039.16,1.157369133,26040.31737,5641.818,-0.03588829652,5641.782112,6509.79,5.030685024,6514.820685,
Company A,14/12/2022,4500,5E1750030,SUCTION BOX DOOR WIT,10.00,"1,613.42","16,134.20",11.21,"1.5,2 CR",1936.104,0.9404924111,1937.044492,9680.52,-0.0889829807,9680.431017,2097.446,6.705642409,2104.151642,2420.13,1.429444055,2421.559444,
Company A,14/12/2022,4501,5D3131630,SQUARE DUCT WITH,7.00,"1,107.76","7,754.32",6.5,1.5 CR,930.5184,-5.02434873,925.4940513,4652.592,0.7077245355,4653.299725,1008.0616,2.526413158,1010.588013,1163.148,1.120056005,1164.268056,
Company A,14/12/2022,4502,5C2830570,CABLE CHANNEL COMPLE,1.00,"1,065.39","1,065.39",5.3,"1.5,2 CR",127.8468,0.6587775719,128.5055776,639.234,-3.593965706,635.6400343,138.5007,2.644077874,141.1447779,159.8085,2.21994025,162.0284402,
Company A,14/12/2022,4502,5C2830570,CABLE CHANNEL COMPLE,4.00,964.13,"3,856.52",5.3,"1.5,2 CR",462.7824,1.917198268,464.6995983,2313.912,2.41618557,2316.328186,501.3476,1.966578258,503.3141783,578.478,-1.819131941,576.6588681,
Company A,14/12/2022,4502,5C2830570,CABLE CHANNEL COMPLE,5.00,992.07,"4,960.35",5.3,"1.5,2 CR",595.242,-3.255154344,591.9868457,2976.21,-4.303084245,2971.906916,644.8455,3.825327249,648.6708272,744.0525,2.660411669,746.7129117,
Company A,14/12/2022,4503,5F2090294,TOP DOOR HEADSTOCK A,6.00,"1,720.06","10,320.36",7.25,"1.5,2,4 CR",1238.4432,4.813958167,1243.257158,6192.216,3.662716759,6195.878717,1341.6468,-5.338322419,1336.308478,1548.054,-2.157791243,1545.896209,
